RegionID,SizeRank,RegionName,RegionType,StateName,31/01/2000,29/02/2000,31/03/2000,30/04/2000,31/05/2000,30/06/2000,31/07/2000,31/08/2000,30/09/2000,31/10/2000,30/11/2000,31/12/2000,31/01/2001,28/02/2001,31/03/2001,30/04/2001,31/05/2001,30/06/2001,31/07/2001,31/08/2001,30/09/2001,31/10/2001,30/11/2001,31/12/2001,31/01/2002,28/02/2002,31/03/2002,30/04/2002,31/05/2002,30/06/2002,31/07/2002,31/08/2002,30/09/2002,31/10/2002,30/11/2002,31/12/2002,31/01/2003,28/02/2003,31/03/2003,30/04/2003,31/05/2003,30/06/2003,31/07/2003,31/08/2003,30/09/2003,31/10/2003,30/11/2003,31/12/2003,31/01/2004,29/02/2004,31/03/2004,30/04/2004,31/05/2004,30/06/2004,31/07/2004,31/08/2004,30/09/2004,31/10/2004,30/11/2004,31/12/2004,31/01/2005,28/02/2005,31/03/2005,30/04/2005,31/05/2005,30/06/2005,31/07/2005,31/08/2005,30/09/2005,31/10/2005,30/11/2005,31/12/2005,31/01/2006,28/02/2006,31/03/2006,30/04/2006,31/05/2006,30/06/2006,31/07/2006,31/08/2006,30/09/2006,31/10/2006,30/11/2006,31/12/2006,31/01/2007,28/02/2007,31/03/2007,30/04/2007,31/05/2007,30/06/2007,31/07/2007,31/08/2007,30/09/2007,31/10/2007,30/11/2007,31/12/2007,31/01/2008,29/02/2008,31/03/2008,30/04/2008,31/05/2008,30/06/2008,31/07/2008,31/08/2008,30/09/2008,31/10/2008,30/11/2008,31/12/2008,31/01/2009,28/02/2009,31/03/2009,30/04/2009,31/05/2009,30/06/2009,31/07/2009,31/08/2009,30/09/2009,31/10/2009,30/11/2009,31/12/2009,31/01/2010,28/02/2010,31/03/2010,30/04/2010,31/05/2010,30/06/2010,31/07/2010,31/08/2010,30/09/2010,31/10/2010,30/11/2010,31/12/2010,31/01/2011,28/02/2011,31/03/2011,30/04/2011,31/05/2011,30/06/2011,31/07/2011,31/08/2011,30/09/2011,31/10/2011,30/11/2011,31/12/2011,31/01/2012,29/02/2012,31/03/2012,30/04/2012,31/05/2012,30/06/2012,31/07/2012,31/08/2012,30/09/2012,31/10/2012,30/11/2012,31/12/2012,31/01/2013,28/02/2013,31/03/2013,30/04/2013,31/05/2013,30/06/2013,31/07/2013,31/08/2013,30/09/2013,31/10/2013,30/11/2013,31/12/2013,31/01/2014,28/02/2014,31/03/2014,30/04/2014,31/05/2014,30/06/2014,31/07/2014,31/08/2014,30/09/2014,31/10/2014,30/11/2014,31/12/2014,31/01/2015,28/02/2015,31/03/2015,30/04/2015,31/05/2015,30/06/2015,31/07/2015,31/08/2015,30/09/2015,31/10/2015,30/11/2015,31/12/2015,31/01/2016,29/02/2016,31/03/2016,30/04/2016,31/05/2016,30/06/2016,31/07/2016,31/08/2016,30/09/2016,31/10/2016,30/11/2016,31/12/2016,31/01/2017,28/02/2017,31/03/2017,30/04/2017,31/05/2017,30/06/2017,31/07/2017,31/08/2017,30/09/2017,31/10/2017,30/11/2017,31/12/2017,31/01/2018,28/02/2018,31/03/2018,30/04/2018,31/05/2018,30/06/2018,31/07/2018,31/08/2018,30/09/2018,31/10/2018,30/11/2018,31/12/2018,31/01/2019,28/02/2019,31/03/2019,30/04/2019,31/05/2019,30/06/2019,31/07/2019,31/08/2019,30/09/2019,31/10/2019,30/11/2019,31/12/2019,31/01/2020,29/02/2020,31/03/2020,30/04/2020,31/05/2020,30/06/2020,31/07/2020,31/08/2020,30/09/2020,31/10/2020,30/11/2020,31/12/2020,31/01/2021,28/02/2021,31/03/2021,30/04/2021,31/05/2021,30/06/2021,31/07/2021,31/08/2021,30/09/2021,31/10/2021,30/11/2021,31/12/2021,31/01/2022,28/02/2022,31/03/2022
394412,183,"Bremerton, WA",Msa,WA,155739,155912,156162,156538,157062,157672,158604,159415,159742,160107,160590,161606,162284,163010,163694,164524,165271,165725,166123,166634,167561,168584,169664,170721,171642,172375,173082,173992,175225,176536,178210,180015,181970,183718,185371,186944,188203,189175,190151,191338,192617,193852,195121,196673,198492,200325,201943,203448,205393,207735,210373,212610,214960,217660,220493,224054,226826,229989,232735,235911,238727,241468,244775,249230,254334,259314,264533,269109,273826,277363,281756,286717,291285,292918,295429,299102,304493,308018,310369,312972,315543,317680,318318,318576,318447,317970,318370,320054,323099,323692,323677,322217,321455,320746,319841,318170,316730,317349,318237,316565,312194,307905,304858,302824,301281,298789,296908,294174,292314,289498,286403,283058,280433,279070,277854,276346,273885,272503,271262,269786,268257,267831,268914,269340,269908,269315,269088,267141,266155,264448,264161,263768,263156,260476,256975,253893,251487,250152,248973,248409,246342,244125,241300,238599,236530,235399,235121,234333,232852,231939,231665,232092,232720,233704,234838,234839,236492,237080,238508,239287,242010,244707,246280,246110,246509,246149,247110,247849,248237,249337,249467,250027,249942,250746,252323,253665,254480,255511,255724,256198,256593,258308,260526,263287,265394,266959,267722,269702,272162,275159,277444,280573,284296,287251,289591,291941,295330,298459,300674,302657,305162,308836,311957,315677,317929,321639,324198,327083,328210,329112,329920,331627,333276,334684,336498,339002,342064,344140,345778,347883,350782,354064,357247,360435,363494,366063,367321,368877,370982,375943,379300,381048,380786,380889,381781,380954,382578,384834,389506,391925,394471,397030,401053,405474,407550,410148,412812,419026,425625,434041,440991,448184,455301,462604,469683,477827,485754,496180,503949,516098,524771,534983,540442,547384,552387,563867,572512
394772,184,"Laredo, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135773,135665,135741,135664,135552,135106,134656,134371,134149,133963,133664,133478,133245,133036,132896,132839,132817,132588,132410,132301,132229,132101,131822,131529,130987,130462,129982,129702,129377,129104,128870,128844,128941,129118,129251,129346,129348,129372,129380,129482,129656,129835,130094,130320,130633,131025,131428,131901,,128500,127024,,128391,130683,131238,131967,131079,131845,132355,132599,132700,132730,132455,131981,131539,131270,131549,131642,131931,131962,131821,132248,133419,134985,135889,136406,137021,137515,138067,138708,139373,139735,139748,139817,140171,140271,140764,140874,141283,141648,141941,142262,142456,143111,143986,144643,144987,145205,145648,146179,146537,146299,145857,145524,145605,145880,146091,146769,147179,147951,147998,148426,148464,148897,149098,149493,149862,150418,150848,151107,151437,151686,152168,152361,152669,,,,,169510,167564,164926,161891,161359,161231,160611,160298,160135,160842,161408,161280,158466,158140,158991,162736,163182,163291,162986,162865,162806,165703,169164,172690,173913,175560,178427,181425,183713,184454
394811,185,"Lynchburg, VA",Msa,VA,107644,108109,108640,109605,110324,110855,111306,111901,112496,113161,113700,114451,115112,115986,116771,117701,118484,119234,119907,120469,120963,121423,121904,122467,122966,123852,124793,125896,126697,127400,128059,128617,129171,129696,130099,130576,130951,131574,132133,132711,133435,134129,134895,,132556,131410,131591,131909,132188,133176,134108,135011,135673,136457,137129,137953,138601,139548,140347,141413,142883,144640,146383,147775,149093,150631,148442,146652,144392,145809,147214,148904,150608,152318,153245,154001,155375,156525,157848,158446,159796,161182,162136,163381,164382,165115,165306,165122,164873,165073,166059,167570,168920,169869,170536,171053,171073,170514,169534,168578,167947,167353,166582,165342,164298,163545,163103,162467,161819,161110,160492,159805,159049,158168,157266,156553,155881,155262,154630,153992,153480,153060,152918,152891,152875,152792,152527,152233,151859,151605,151212,150660,149893,149212,148699,148458,148312,148172,148068,147882,147824,147587,147387,147096,146879,146736,146793,146913,146984,146904,146908,146947,147089,147160,147313,147372,147487,147598,147893,148189,148432,148518,148591,148709,148939,149040,149175,149281,149575,149852,150313,150795,151235,151456,151644,151662,151968,152032,152295,152086,152293,152665,153645,154508,155212,155703,156018,156938,157644,158552,158840,158862,158841,158847,159103,159359,159973,160488,161187,161718,162471,162907,163316,163867,164557,165204,165926,166731,167438,167761,167946,168133,168643,169175,169828,170253,170610,171212,171724,172473,172831,173489,174041,175008,175981,177034,177939,178377,178844,179357,180210,181131,181946,182786,183404,183824,183998,184063,184023,184418,184904,185502,185896,186499,187602,189092,190674,192379,194195,196266,198027,199675,201290,203119,205344,207652,209871,212024,214327,217109,219807,222990,225865,228196,229922,233456,237982
395240,186,"Yakima, WA",Msa,WA,,,,,119468,119645,119746,120113,120349,120769,121153,121696,121314,120803,120344,120602,120803,120825,120899,120952,120955,120874,120810,120746,120711,120666,120790,120924,121213,121562,122066,122784,123375,123992,124365,124748,124994,125109,125135,125223,125367,125584,125873,126411,127080,127765,128258,128716,129317,129941,130595,131084,131548,132379,133189,133993,134544,135183,135819,136306,136414,136671,136600,136849,137029,137415,137793,138373,139090,139814,140423,141024,142456,144031,145604,146388,147375,148538,149950,151354,152514,153595,154430,155517,156384,157303,158194,159157,159919,160460,160862,161644,162415,162927,162998,162955,162991,162736,161889,161755,162013,162874,162798,162503,161843,161761,162603,163468,165848,166724,166824,164077,161920,161695,161722,161060,159991,159337,158997,158187,157284,157457,158619,161400,163876,164806,164677,164183,163950,163577,162221,161485,160691,159749,158902,157583,156539,154946,152130,149332,147534,147121,148453,148831,149911,150470,151276,151721,152026,152607,154178,155762,156572,156410,155766,155500,155241,154596,152996,151829,151558,152125,152222,151963,152529,153329,154045,153838,153849,154455,155471,155607,155154,155483,155235,155475,154620,153918,152692,152051,152525,153793,155837,159069,161397,162212,162806,163653,165131,165582,166149,167588,169318,170798,170497,170105,170240,171204,172296,173400,174399,175624,176834,177575,177633,178201,179836,181230,182629,183832,185935,188025,189735,191664,193411,195544,196753,197629,198665,199850,201944,203339,205444,206791,208804,211255,213108,215274,216842,217769,218680,219663,221639,223799,226079,228990,231042,232425,234589,237340,240969,243632,246537,249194,251619,251592,251626,252424,255878,259560,262497,265096,267084,270564,274147,279610,284453,289197,293658,298721,303610,308019,312245,316878,321286,325704,329488
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,145718,144976,144758,144515,144707,145270,145726,146467,147061,147718,148193,148745,149553,150707,151974,152724,153178,153313,153750,154318,154799,155390,155790,156325,156910,156213,156546,156394,158053,159113,160143,160941,161531,162606,162997,163477,164188,165369,166488,168205,169001,170077,170729,172774,174434,176576,178516,181196,182693,185089,187285,190339,193656,197226,201530,205870,211972,218033,223690,227801,231741,237191,245432,253477,260359,267169,276350,285366,292597,299313,304021,308944,311672,316003,320045,323652,326486,325631,323593,320874,318355,315018,310388,306367,304630,303206,301767,299599,297698,294974,291281,287900,284928,281434,278888,276873,273684,270954,267334,265008,260860,257614,254685,251639,247503,243077,238749,235808,234384,232396,229924,226796,225438,224257,222678,220763,219019,218124,217939,216114,214541,214179,215838,217085,216308,215255,213673,212597,211177,209557,207934,206597,205700,204403,202199,200266,198585,197661,197064,196540,195697,194591,193542,193133,193437,193588,194683,195485,196566,197135,197712,198128,199335,199953,200516,200087,201972,204045,205874,206566,207390,208841,209733,211525,213088,214212,215449,217159,218610,218466,218602,219284,220860,221746,222228,221989,221693,222220,222194,222128,221615,222277,223175,223862,224819,225948,227032,228037,229330,230628,231137,230933,231006,230617,230788,231316,232378,232474,232047,232019,232939,234219,236121,236820,237674,238455,239965,241496,242716,244173,246049,247597,248833,249055,249719,251288,254680,256825,258198,257627,258522,259834,261593,262886,263983,265297,266758,268482,268340,269104,269483,272035,273571,274918,275597,276335,277539,279040,281022,282903,284696,286972,289179,291560,292491,293433,294639,296933,299932,303293,307207,311188,314643,319044,323060,328651,334195,342170,351299,360192,368508,376582,384583,392140,399221,407079,415833
395161,188,"Topeka, KS",Msa,KS,84904,84931,84997,85086,85323,85638,86110,86485,86817,87098,87499,87960,88522,88968,89361,89625,89950,90279,90623,90891,91136,91388,91684,92027,92390,92719,93028,93285,93546,93796,94032,94285,94517,94816,95075,95350,95600,95867,96119,96352,96584,96827,97060,97357,97713,98167,98570,98957,99316,99697,100076,100416,100947,101258,101808,,102280,102407,102890,103297,104054,104682,105491,105922,106603,107328,107933,108233,108373,108582,108757,108793,108827,108985,109214,109469,109628,109855,110334,110960,111477,111787,112027,112382,112653,112959,113282,113685,113980,114169,114281,114523,114833,115229,115641,116116,116517,116775,116815,116867,116915,116895,116671,116466,116223,115934,115296,114822,114476,114488,114486,114769,115149,115476,115536,115266,115128,115073,115127,115075,114761,114313,114178,114350,114502,114353,113952,113505,113177,113001,112891,112443,111978,111454,111046,110420,110025,109538,109281,109318,109609,109772,109844,109820,109732,109697,109600,110068,110367,110542,110394,110017,109676,109639,109583,109688,109464,109551,109735,109781,109623,109185,109085,109180,109406,109741,109607,109903,109906,110461,110840,110889,111146,111342,111764,111823,111807,111755,111644,111712,112013,112211,112415,112571,112453,112692,112894,113171,112729,112375,112427,112675,113004,113313,113495,113359,113134,113138,113291,113849,114197,114493,114739,115128,115522,115686,115957,116455,117184,118018,118943,119518,120199,120611,121460,122178,123105,123583,123845,124047,124308,124282,124094,124148,124715,125412,125922,126203,126746,127535,128518,129283,129926,129610,129538,129886,131103,132024,132377,132867,133137,133443,133866,134459,135459,136409,137623,138815,140038,141390,142868,144136,145506,146552,148106,150175,152241,154401,156185,158405,160453,162402,164162,165810,167486,168825,170021
394813,189,"Macon-Bibb County, GA",Msa,GA,76205,76443,76623,77010,77269,77442,77612,77868,78259,78650,79244,79850,80583,80929,81357,81625,82093,82413,82771,83036,83241,83380,83494,83576,83712,83899,84164,84314,84516,84615,84709,84632,84631,84811,85069,85435,85654,85859,85968,86136,86304,86423,86631,87072,87560,87966,88136,88307,88378,88462,88574,88779,89124,89478,89730,89917,90060,90436,90822,91296,91402,91469,91535,91836,92196,92512,92835,93183,93596,94012,94373,94762,95103,95482,95780,96113,96449,96659,96803,96933,97140,97373,97570,97713,97952,98240,98590,98798,98928,99010,99185,99292,99419,99386,99271,99072,99002,98818,98567,98150,98008,97797,97521,96907,96098,95259,94455,93913,93761,93816,93789,93281,93080,92806,92605,91871,91052,90223,89441,88802,88236,87845,87579,87401,87011,86604,86192,85881,85443,84956,84355,83818,83229,82781,82230,81589,80866,80281,79860,79534,79191,78856,78627,78347,78054,77761,77611,77546,77362,77218,77103,77165,77418,77726,78088,78353,78638,78929,79226,79554,79807,80103,80396,80789,81176,81611,82036,82515,82956,83423,83860,84313,84679,85086,85413,85791,86126,86534,86998,87460,87866,88191,88488,88834,89066,89255,89392,89542,89657,89764,89820,89733,89456,89289,89426,89867,90380,90873,91359,91920,92352,92455,92514,92598,93006,93432,93920,94353,94571,94730,95006,95499,96221,96931,97704,98458,99172,99752,100400,101080,101965,102633,103142,103408,103591,103770,104057,104393,104960,105552,106249,106681,107141,107717,108376,109087,109558,110207,110247,110386,110194,110537,110935,111635,112278,112689,113076,113286,113897,114654,116046,117499,119387,120768,122182,123609,125614,127733,129684,131621,133619,135665,137609,140164,142686,146254,148808
394454,190,"Champaign-Urbana, IL",Msa,IL,,,,,,,,,103823,104070,104396,104656,104745,104867,105431,106266,107137,107479,107799,107720,108115,108350,108834,109246,109748,110450,111161,112009,112516,113111,113680,114478,115311,115985,116580,116700,,114124,113025,113396,114043,115073,116082,117527,118832,120159,120857,121189,121473,122444,123554,124670,125658,126875,128048,128745,129366,129932,130844,131470,132189,133092,134110,135172,135676,135497,134896,134525,134943,135592,136427,137002,137647,138257,138966,139608,139994,140475,140904,141513,141856,142040,142174,142187,142608,142953,143265,143350,143367,143352,143260,143100,143290,143506,143792,143621,143526,143222,143160,142699,142230,142082,141663,141149,140162,139508,139062,138681,138471,138058,137721,137221,136931,136765,136922,137051,137175,137051,137032,136832,136757,136638,136782,136979,137157,137367,137628,137632,137740,137636,137637,137196,136681,136320,136117,135949,135477,134976,134422,134086,133373,133126,132893,133063,132831,132531,132154,132050,132092,132382,132304,132115,131523,131152,130908,130786,130601,130334,130401,130780,131068,131359,131521,131747,132325,132571,132915,132863,132838,132566,132098,131798,132072,132491,132842,132870,132832,132897,133031,133161,133314,134075,134794,135698,135802,135905,135693,135982,136475,136943,137165,137375,137430,137447,137647,138221,138597,138806,138776,139124,139187,139645,139896,141019,142192,142969,142690,142332,142006,142049,142033,141778,141399,140420,139973,138970,138213,137529,138354,139624,141277,141933,142338,142565,142293,142756,142361,142876,143125,144390,145270,145431,144996,144967,145089,144914,144836,144593,144971,145391,146118,146468,146455,146983,147490,148095,148434,149586,150631,151587,151978,152588,153415,154852,156313,157880,159485,161491,163896,165970,167858,169634,171624,173211,174432,175471,177093
395171,191,"Tuscaloosa, AL",Msa,AL,111268,111496,111832,112267,112580,112743,113112,113617,114105,114163,114264,114478,115165,115916,116736,117402,117884,118158,118325,118431,118589,118918,119157,119442,119500,119651,119608,119705,120020,120425,120919,121221,121632,122033,122389,122779,123061,123485,123835,124153,124447,124874,125485,126044,126443,126704,127084,127413,127787,128106,128553,128892,129142,129405,129810,130238,130542,131054,131827,132780,133613,134277,135228,136375,137584,138496,138997,139228,139403,139623,139908,140384,140981,141797,142247,142650,143138,144082,145247,146297,147038,147512,148056,148617,149164,149662,150046,150462,150733,151049,151350,151798,152233,152401,152489,152287,152221,152123,151960,151767,151430,151551,151389,150968,150333,149814,149386,148847,148581,148495,148384,148126,147795,147320,147003,146549,146680,146664,146488,145801,145350,145250,145231,144724,143953,143207,142663,142067,141515,141251,140862,140437,139715,139528,139360,139433,139133,138740,137892,137275,136797,136758,136715,136665,136665,136924,137360,138935,139786,140750,140455,140800,140857,140603,140137,140220,140460,140717,140844,140906,140607,139853,139327,139286,139652,140001,140803,140946,141168,140851,141058,141723,142971,144370,145393,146268,146864,147178,147197,147151,147853,147813,147215,146365,146384,147270,147814,148163,148089,147815,147836,148467,149212,149947,150079,149928,149401,148736,148200,147545,146626,146287,145602,145325,144419,144408,144690,145352,146215,146921,148199,149502,150624,151279,152001,153151,154415,155002,155769,156281,156848,157509,158221,159010,159767,160327,160512,160738,161257,162323,163256,163666,164292,164427,165187,165874,166770,167414,168013,168425,168800,168834,169120,169104,169489,170242,171380,172374,172987,173819,175117,176664,178214,179490,180955,182832,184762,186830,188990,191695,194007,196086,197863,200652,203493,206775,208919
394483,192,"College Station, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147696,147599,147626,147616,147861,148146,148372,148177,147876,147693,147503,147384,147354,147658,148187,148926,149866,150673,151491,151829,151721,151278,150842,150577,150349,150326,150212,150061,150100,150314,150449,150242,149979,149439,148825,148319,148069,148200,148442,148839,149026,149169,149465,150370,151028,151673,151470,151694,151867,152690,153316,153862,154165,154655,155228,155729,156132,156659,157370,158011,158492,158846,159534,160416,161509,162590,163491,164681,165840,167157,168201,169158,170166,171170,172246,173262,174382,175530,176760,177672,178571,179336,180320,181426,182573,183760,184845,185897,187066,188133,189241,190255,191513,192482,193704,194876,196466,197729,198921,199779,200683,201068,201862,202609,203770,204782,205982,207328,208502,209466,210226,210987,211719,212322,212718,212971,213394,214183,215361,216483,217368,217726,218089,218447,219055,219472,219814,220196,220941,,,,,211816,212252,212764,213722,214963,216371,217512,219023,220838,222984,224654,225949,226730,227726,228728,230098,231833,234043,236501,239367,242216,245141,248485,251881,256181,260252
395103,193,"Sioux Falls, SD",Msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157089,157014,157388,157933,158731,159116,159499,159869,160338,160749,160890,161106,161302,161674,162192,162800,163556,163944,164213,164292,164515,164640,164614,164657,164758,165045,165297,165501,165738,165579,165387,164923,164631,164179,163635,163034,162479,162010,161615,161689,162008,162262,162352,162469,162759,162872,162765,162651,162380,162168,161788,161416,161010,160623,160431,160110,159885,160036,160293,160587,160589,160717,160839,160914,160898,160986,161120,161409,161807,161839,161992,162171,162673,163055,163320,163610,164093,164668,165381,166026,166730,167500,168213,168811,169239,169470,169795,170160,170487,170704,170949,171399,172078,172750,173370,173803,174307,174778,175227,175393,175894,176510,177483,178361,179241,180254,181367,182570,182666,182628,182478,183252,184015,184684,186066,187780,189612,190617,191466,192330,193557,194508,195571,196363,197251,197996,198709,199660,200942,202449,203760,204929,205942,206791,207536,208078,208558,208876,209453,210270,211606,212992,214514,215735,216989,218255,219485,220616,221421,222053,222444,222883,223516,224135,224657,225023,225441,226034,226517,227366,228238,229460,230446,231385,231541,231795,232373,233573,235024,236891,239214,241537,244229,247113,250218,253384,256683,260519,264180,267529,270879,273913,277289,281800,286477,291701,295598
394455,194,"Charleston, WV",Msa,WV,77263,77268,77405,77630,77618,77646,77556,77809,77893,78265,78875,79589,80231,80402,80603,80785,81254,81657,81862,82095,82279,82601,82494,82371,82092,82036,81944,81821,81656,81509,81580,81799,82206,82686,82930,82990,82773,82936,83041,83628,84213,84707,85029,85212,85509,85660,85886,86343,86780,87179,87543,87566,87447,87568,87822,88175,88220,88614,88853,89016,89160,89466,89868,90339,90931,91456,91967,92220,92482,92501,92710,92908,93199,93243,93347,93462,93691,93848,93919,94278,94682,95379,95890,96285,96310,96282,96369,96749,97144,97642,97996,98190,98317,98299,98376,98543,99004,99486,99885,100173,100549,100979,101381,101660,101590,101293,101190,101193,101537,101470,101482,101295,101127,101154,101150,101279,101041,100785,100503,100443,100473,100739,100742,100622,100380,100376,100415,100414,100027,99682,99354,99371,99263,99201,99408,99631,99782,99668,99751,99910,99761,99561,99147,98790,98395,98104,97991,97757,97591,97343,97523,97460,97491,97015,96989,96947,96917,96789,96642,96664,96661,96933,97364,97740,97946,98188,98312,98519,98563,98399,98186,97953,98077,98149,98140,98294,98342,98510,98380,98273,97758,97379,97277,97495,97735,98101,98607,99200,99893,100549,101318,101918,102500,102716,102882,102830,102963,102705,102626,102378,102614,102755,102780,102611,102478,102727,102923,103210,103271,103216,102962,102783,102774,102968,103199,102995,102516,102058,101743,101607,101316,101153,100593,100004,99943,100072,100255,100299,100704,101035,100970,100709,100519,100424,100269,100073,99851,99870,99639,99512,99307,99305,99337,99650,100179,100668,101029,101209,101401,101362,101350,101039,100743,101912,,,107875,109152,110386,111811,113106,114417,115482,117062,118631,121144,121969
394334,195,"Appleton, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152411,152729,152774,153079,153233,153324,153473,153566,153919,154112,154551,154745,154819,154555,154277,154257,154471,154785,154935,154942,155131,155357,155685,155852,155858,155514,155125,154991,154948,154857,154640,154679,154884,155172,155685,156296,156495,156260,155521,154886,154294,153758,153423,153079,152837,152486,152168,152029,151855,151543,151296,151175,151030,150487,149930,149414,149141,148974,149179,149532,149825,149853,149708,149564,149192,148495,147573,146670,146080,144654,143572,142287,141889,141452,141059,140683,140112,139515,138749,137947,137224,136531,136276,135912,136201,136343,137248,137596,138215,138712,139298,139455,139933,140810,141610,142260,142483,142950,143031,143559,143678,144171,144297,144628,144312,143790,143751,144172,145122,145873,145877,145430,145158,145182,145561,145912,147022,148663,150459,151773,152448,152608,152532,152133,151441,150874,150529,150955,151131,151630,151627,152182,152921,153837,155014,156008,157184,158282,159430,159802,160240,160930,162307,163669,164524,166104,167498,168793,168830,168409,168489,169573,171171,172941,174713,176022,177038,177250,177560,178103,179659,181480,183031,183836,184462,184738,185517,186658,187517,188184,188656,189619,190318,191269,192313,193783,195128,196562,197538,197959,198412,198559,199735,201251,203742,205797,208313,210448,212804,214887,217050,219340,222200,226011,229926,233202,236058,238104,240160,241085,243914,246970,251389
394464,196,"Chico, CA",Msa,CA,,,,,,,,,,,,,145293,146102,146761,148249,149802,151642,153363,155289,156974,158641,160206,161742,163453,164985,166765,168434,170086,171984,173979,176234,178084,180386,182776,185391,187713,190383,192963,196465,199749,204660,208403,213106,216301,220100,223022,226202,229255,231919,234681,237540,241799,246326,250919,253724,256473,259501,263385,266410,268234,270729,275337,281576,287843,293008,298916,303823,309472,313071,316781,317101,317424,317074,319632,321693,324142,323682,322177,320322,319659,317713,314343,312930,313068,313633,311040,308521,306833,305958,304889,303703,303538,303801,303534,300189,296504,293863,292105,289036,283847,279072,275883,270988,265473,259903,256325,253549,250865,249488,247213,245289,241502,238332,235255,231304,228570,225891,226365,227039,226471,223968,221742,221664,222900,223723,223151,220683,217179,215003,214068,213643,211951,211318,209944,208391,205434,203408,201285,199319,196967,194486,192692,192618,192151,191704,190655,190162,190379,190794,192318,194662,196246,198047,199133,200797,202610,204445,206689,210398,214058,217992,219421,221880,224514,227548,229993,231163,232161,233009,233871,234761,234774,235068,233967,234217,233570,234532,235841,238049,240532,240843,240924,240646,240872,240532,238837,238768,239468,242025,242783,244525,246570,249369,251286,252727,254091,255533,255309,256803,258669,262206,264279,266165,267531,268566,268662,268176,268091,268938,270934,272671,274270,276275,278294,280872,283705,287086,290693,294105,297315,298239,296780,295112,294836,295981,296643,300429,307018,316026,322136,326332,329349,332779,335930,337947,339303,340773,342832,343046,340283,336041,333481,332327,331276,329743,331730,335235,340426,344419,347683,350775,354149,358470,362322,366089,370725,375826,382837,389161,394622,395809,395959,395641,398396,403698,409965
394459,197,"Charlottesville, VA",Msa,VA,170736,171384,172065,173421,174619,175685,176873,178071,179217,180239,181712,183304,184786,185985,187309,188823,190363,191826,193162,194351,195429,196591,197949,199421,200679,202270,203944,205915,207497,209126,210871,212236,213496,214532,215917,217246,218340,219386,220466,221838,223625,225446,227418,230177,233370,236920,238963,241190,243077,246377,249748,253500,256640,260389,264173,268768,273050,277430,281556,286182,290607,294700,298080,302021,305831,308891,311566,313490,315858,317702,320205,322392,324187,325448,326321,327154,,314021,307141,,308556,309798,310498,311144,311558,311817,311844,311645,310837,309632,308433,308338,308503,308698,308209,307347,306309,305005,303614,301648,300796,299234,297484,294711,292891,291067,290539,289661,289308,287580,285988,284287,282152,280658,278964,277402,275081,273560,272643,271685,270284,269758,269604,270026,270172,270500,270478,269598,268366,267608,267088,266268,265206,263799,262698,261240,259848,259059,258680,259057,260411,260519,259641,258564,257531,256865,257173,257342,259168,259126,260346,260305,260121,259747,259762,259792,260466,261028,262046,262802,263452,263957,264282,264808,265276,265546,265567,265766,266064,266583,267054,267868,268850,269979,270898,271232,270907,270798,270534,270726,270685,271003,271039,271430,272023,272699,273069,273531,273865,274360,274803,275367,275716,275991,276489,276869,277054,277149,277468,278185,279105,280077,280851,281497,282567,283710,285052,286285,287702,288714,289208,289683,290493,291599,292727,294237,295929,297450,298297,298906,299602,300244,300954,301446,302136,302841,303690,304442,305150,306112,307010,308256,309408,310945,312200,313430,314741,315979,315955,315683,315495,315974,316010,316069,316602,317863,318780,319586,320489,322115,324366,326825,330167,333815,338905,344277,349704,354702,358948,362708,364862,367216,369880,375313,380670,385947,389672
